,ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
10,346337774,20190415,,,649-113141,22581121+3941070,,J225811.21+394107.0,1928638094856738944,,,STAR,tmgaia2,344.54677320816,39.6853514837328,tmgaia2,-6.91464,0.0302634,-4.9709,0.0358842,gaia2,1.12238,0.0255072,gaia2,100.341568763422,-18.1671604049741,5.07542515449312,41.8699556443282,14.961,0.069,14.149,0.103,,,,,,,,,,,12.571,0.029,12.172,0.032,12.063,0.022,AAA-222-111-000-0-0,,12.041,0.023,12.083,0.022,11.476,0.168,9.115,,13.908,0.000221,13.3701,0.0076,rered,gaia2,5455.0,122.0,4.02873,,,,1.56146,,0.95,,0.249534,,DWARF,1.94507337,,868.775,19.402,0.0833836,0.00746243,,,,,,0.00882695,0.00609791,panstarrs,,,,,,,,,,,18.977,19.827,bj2018,,,dered,14.3464,0.000884,13.31,0.000698,1,,ucac4,bpbj,,0.498951802705914,0.556500572880213,344.546734522084,39.6853300812531,0.0161352335375285,0.0181321358365451,1,0,490467428
11,346418397,20190415,,,,22582201+3939011,,J225822.01+393901.1,1928634865041337472,,,STAR,tmgaia2,344.591756308893,39.6503262472584,tmgaia2,1.85794,0.101267,-2.60281,0.105027,gaia2,0.592627,0.0876668,gaia2,100.357858191823,-18.2139177331777,5.0910755201189,41.8221036717738,17.369,0.084,17.106,0.0459,,,,,,,,,,,15.516,0.055,14.948,0.084,14.857,0.123,AAB-222-111-000-0-0,,14.818,0.03,14.868,0.06,12.743,,8.811,,16.8375,0.000831,16.2287,0.0066,rered,gaia2,5158.0,123.0,4.49373,,,,0.874839,,0.87,,1.29938,,DWARF,0.488063365,,1590.16,231.41,0.10937,0.00412817,,,,,,0.0051158,0.00314054,panstarrs,,,,,,,,,,,200.08,262.74,bj2018,,,dered,17.3651,0.005699,16.1812,0.003202,1,,gaia2,bpbj,,1.6693877441218,1.6288535923676,344.591766698441,39.6503150407158,0.0535371101204654,0.0551849864238424,1,0,490472905
12,346418419,20190415,,,649-113142,22581201+3940315,,J225812.02+394031.5,1928638094856739968,50780968,,STAR,tmgaia2,344.550114964392,39.6754157751643,tmgaia2,2.49251,0.0309559,5.40835,0.0331795,gaia2,0.819889,0.0266179,gaia2,100.339348331242,-18.1772044122631,5.07151724873175,41.8601137412354,15.1,0.055,14.368,0.126,,,,,,,,,,,12.985,0.029,12.669,0.035,12.61,0.031,AAA-222-111-000-0-0,,12.509,0.023,12.548,0.024,12.2,0.305,9.326,,14.1733,0.000215,13.674,0.0074,rered,gaia2,5715.0,122.0,3.98517,,,,1.70118,,1.02,,0.207182,,DWARF,2.78136683,,1178.1,37.225,0.0897187,0.00669317,,,,,,0.00736854,0.0060178,panstarrs,,,,,,,,,,,36.07,38.38,bj2018,,,dered,14.5729,0.001311,13.6157,0.000678,1,,ucac4,apassdr9,,0.510358879208804,0.514579435887746,344.550128907498,39.6754390611167,0.0166806130227424,0.0174860851389885,1,0,490472927
13,346418394,20190415,,,,22584272+3938581,,,1928634310988379392,,,STAR,tmgaia2,344.678235322542,39.6497029386028,tmgaia2,-3.39339,0.237245,-3.80204,0.264368,gaia2,0.43699,0.202402,gaia2,100.420411671872,-18.2439829419652,5.16723807662725,41.7873075968847,19.308,0.157,18.7118,0.0468,,,,,,,,,,,16.648,0.141,15.939,0.189,15.452,0.206,BCC-222-111-cc0-0-0,,,,,,,,,,18.3767,0.001829,17.701,0.007,rered,gaia2,4775.0,128.0,4.77483,,,,0.595477,,0.77,,3.64666,,DWARF,0.1660805,,1844.12,649.44,0.0917466,0.00543094,,,,,,0.00341246,0.00744942,panstarrs,,,,,,,,,,,484.71,814.17,bj2018,,,dered,18.8812,0.017457,17.5469,0.009151,1,,gaia2,bpbj,,3.91094861200555,4.09957722749901,344.678216346973,39.6496865687098,0.124437232801407,0.123916797136127,1,0,490472902
14,346418396,20190415,,,,22584157+3939010,,J225841.62+393901.1,1928634310988379904,,,STAR,tmgaia2,344.673309774407,39.6502833777701,tmgaia2,17.0972,0.204256,-3.52079,0.217779,gaia2,1.28799,0.175183,gaia2,100.417101389664,-18.2417839551003,5.16327716751405,41.7897566227877,20.617,0.188,18.7688,0.0471,,,,,,,,,,,16.009,0.09,15.242,0.079,15.117,0.157,AAC-222-111-000-0-0,,14.991,0.035,14.857,0.064,12.02,,9.017,,18.1721,0.001504,17.2354,0.00885401,cdwrf,cdwrf,3957.0,157.0,4.74334,0.0504852,,,0.493224,0.0589649,0.491319,0.0606144,4.09478,0.990623,DWARF,0.05373377,0.0216324963,769.578,113.026,0.0855607,0.00697016,,,,,,0.0062556,0.00768472,panstarrs,,,,,,,,,,,97.198,128.854,bj2018,,,cdwrf,19.0448,0.015851,17.236,0.005402,1,,gaia2,bpbj,cooldwarfs_v8,3.36717693218049,3.37723633354987,344.673405381404,39.6502682188522,0.108424682262236,0.10593416634456,1,0,490472904
15,346418415,20190415,,,,22581399+3939591,,J225814.01+393959.0,1928635139919241984,,,STAR,tmgaia2,344.558385136648,39.6664341958125,tmgaia2,-1.20598,0.10823,-3.89287,0.124035,gaia2,0.846807,0.093409,gaia2,100.341152231956,-18.1880788915728,5.0726373196911,41.8491366976217,18.616,0.08,17.4,0.0462,,,,,,,,,,,15.32,0.05,14.724,0.072,14.559,0.089,AAA-222-111-000-0-0,,14.502,0.029,14.598,0.053,12.702,,8.723,,17.0082,0.000985,16.2807,0.0065,rered,gaia2,4603.0,123.0,4.51469,,,,0.782255,,0.73,,1.52503,,DWARF,0.247488618,,1143.59,127.285,0.107256,0.004227045,,,,,,0.00566322,0.00279087,panstarrs,,,,,,,,,,,113.71,140.86,bj2018,,,dered,17.6802,0.00963,16.23,0.003598,1,,gaia2,bpbj,,1.78426668504153,1.92351657462063,344.55837839127,39.6664174348445,0.057325620243003,0.0612074222134967,1,0,490472923
16,346418425,20190415,,,,22582446+3941303,,J225824.46+394130.1,1928635517876363264,,,STAR,tmgaia2,344.601976177157,39.6917728002427,tmgaia2,-3.89844,0.0935091,-0.741272,0.0952358,gaia2,0.131244,0.0780887,gaia2,100.384633349805,-18.180262065421,5.12876227067678,41.8535889960558,17.221,0.095,16.9287,0.0459,,,,,,,,,,,15.654,0.071,15.16,0.094,15.076,0.155,AAB-222-111-000-0-0,,15.194,0.036,15.139,0.079,12.655,,8.981,,16.7671,0.00064,16.3004,0.007,rered,gaia2,5938.0,124.0,4.08862,,,,1.55395,,1.08,,0.287817,,DWARF,2.704749,,3843.61,886.945,0.0929121,0.00540845,,,,,,0.00542031,0.00539659,panstarrs,,,,,,,,,,,742.19,1031.7,bj2018,,,dered,17.132,0.005663,16.2399,0.002737,1,,gaia2,bpbj,,1.54169235213716,1.47694026896885,344.601954364109,39.6917696086569,0.0492086705937633,0.0481587926320908,1,0,490472933
17,346418436,20190415,,,,22582170+3942185,,,1928635582298771712,,,STAR,tmgaia2,344.590479809768,39.7050488739406,tmgaia2,-2.17401,0.193652,-4.06655,0.189889,gaia2,0.392789,0.159014,gaia2,100.382487188244,-18.1644399584466,5.12775969840294,41.8695244766669,17.765,0.152,18.1257,0.0464,,,,,,,,,,,16.54,0.137,15.787,0.155,16.903,,BBU-220-110-c00-0-0,,,,,,,,,,17.8611,0.001383,17.2576,0.007,rered,gaia2,5125.0,128.0,4.68712,,,,0.696183,,0.86,,2.54875,,DWARF,0.301243126,,2040.41,625.17,0.0918403,0.005417745,,,,,,0.00468941,0.00614608,panstarrs,,,,,,,,,,,481.38,768.96,bj2018,,,dered,18.3671,0.014621,17.1926,0.006514,1,,gaia2,bpbj,,3.19283971265847,2.94477990642394,344.59046764313,39.7050313651841,0.100307680537305,0.093991926025205,1,0,490472944
18,346418438,20190415,,,649-113154,22582127+3942384,,J225821.27+394238.3,1928638541533336832,50781076,,STAR,tmgaia2,344.588674061512,39.710662849398,tmgaia2,-8.51087,0.0332428,-6.21901,0.0328504,gaia2,0.631181,0.0250041,gaia2,100.383797966286,-18.1587923624801,5.13004311103467,41.875052180123,14.757,0.081,14.256,0.092,,,,,,,,,,,13.083,0.027,12.791,0.032,12.78,0.028,AAA-222-111-000-0-0,,12.709,0.022,12.746,0.024,12.202,,9.172,,14.0927,0.000232,13.6892,0.0073,rered,gaia2,6341.0,122.0,4.01598,,,,1.82485,,1.26,,0.207342,,DWARF,4.85044765,,1513.73,57.68,0.0911443,0.00594062,,,,,,0.00544556,0.00643568,panstarrs,,,,,,,,,,,55.53,59.83,bj2018,,,dered,14.3951,0.001383,13.6256,0.000947,1,,ucac4,apassdr9,,0.548122178109843,0.509465407356516,344.588626427371,39.7106360731145,0.0178913599687937,0.0170149011017043,1,0,490472946
19,346337789,20190415,,,,22581017+3939424,,J225810.17+393942.6,1928637991777526016,,,STAR,tmgaia2,344.542430013621,39.6618349163523,tmgaia2,-1.92323,0.125647,2.82762,0.124218,gaia2,0.675796,0.102862,gaia2,100.327419216121,-18.1867429928077,5.05532249039315,41.8515152515374,18.314,0.095,17.4823,0.046,,,,,,,,,,,15.617,0.07,15.105,0.084,15.021,0.138,AAB-222-111-000-0-0,,15.017,0.034,15.178,0.082,12.605,,9.34,,17.1932,0.000877,16.5621,0.0066,rered,gaia2,5042.0,124.0,4.67651,,,,0.696499,,0.84,,2.4861,,DWARF,0.282453269,,1409.98,218.095,0.109008,0.00429926,,,,,,0.0055559,0.00304262,panstarrs,,,,,,,,,,,186.69,249.5,bj2018,,,dered,17.7261,0.006854,16.4937,0.005854,1,,gaia2,bpbj,,2.07143924518768,1.92641650453197,344.542419257183,39.6618470908279,0.0686277255566501,0.0632159417565371,1,0,490467443
20,346418359,20190415,,,,22582927+3936028,,J225829.28+393602.5,1928633967390916992,,,STAR,tmgaia2,344.621996482801,39.600712354145,tmgaia2,-2.18494,0.199145,-2.60457,0.204758,gaia2,0.180669,0.167412,gaia2,100.356665786049,-18.2687152406122,5.08363418823958,41.7675759588816,18.957,0.148,18.3122,0.0462,,,,,,,,,,,16.594,0.131,16.493,0.271,16.767,,BDU-220-110-000-0-0,,16.359,0.065,16.695,,12.69,,9.081,,18.0884,0.001427,17.5329,0.0072,rered,gaia2,5436.0,128.0,4.70686,,,,0.715259,,0.95,,2.59617,,DWARF,0.402475446,,2634.8,845.685,0.104967,0.00584318,,,,,,0.00419201,0.00749435,panstarrs,,,,,,,,,,,670.25,1021.12,bj2018,,,dered,18.5325,0.010577,17.4609,0.008577,1,,gaia2,bpbj,,3.28235199974694,3.17542439991773,344.621984273436,39.6007011400247,0.103877606456859,0.103137794197284,1,0,490472867
21,346418366,20190415,,,,22581522+3937073,,J225815.22+393707.3,1928634727602386176,,,STAR,tmgaia2,344.563427612847,39.618712704888,tmgaia2,-0.444769,0.104248,5.10646,0.113269,gaia2,0.577603,0.0894316,gaia2,100.322501070779,-18.2325594989415,5.04415203556091,41.8062195916417,18.359,0.089,17.3351,0.0461,,,,,,,,,,,15.4,0.063,14.757,0.074,14.615,0.096,AAA-222-111-000-0-0,,14.7,0.031,14.875,0.065,12.689,0.481,9.251,,17.0119,0.000849,16.3461,0.0065,rered,gaia2,4875.0,124.0,4.38359,,,,0.952327,,0.8,,0.926258,,DWARF,0.461493224,,1625.84,250.15,0.109531,0.00411093,,,,,,0.00523158,0.00299028,panstarrs,,,,,,,,,,,214.56,285.74,bj2018,,,dered,17.5947,0.009093,16.286,0.003883,1,,gaia2,bpbj,,1.71839762243171,1.75660549243585,344.563425126848,39.6187346910352,0.0563015674670166,0.0573364005283073,1,0,490472874
22,346418382,20190415,,,,22581309+3938078,,J225813.14+393807.5,1928634933760813824,,,STAR,tmgaia2,344.554660042241,39.6355177525066,tmgaia2,-1.72456,0.176726,-1.93613,0.183725,gaia2,0.0911702,0.149621,gaia2,100.323990887966,-18.214503791456,5.04798220309384,41.8241042832532,18.939,0.283,18.2014,0.0462,,,,,,,,,,,17.264,0.271,15.958,0.161,15.556,0.202,DCD-222-111-000-0-0,,16.195,0.063,16.758,0.303,12.869,,9.193,,17.9746,0.001795,17.4152,0.0068,rered,gaia2,5434.0,129.0,4.5226,,,,0.884288,,0.95,,1.37386,,DWARF,0.6142718,,3066.84,939.055,0.110311,0.004082975,,,,,,0.005405,0.00276095,panstarrs,,,,,,,,,,,759.81,1118.3,bj2018,,,dered,18.42,0.012257,17.3407,0.007767,1,,gaia2,bpbj,,2.91318695526701,2.84923667327749,344.554650400615,39.6355094163916,0.0931764468237664,0.0924161860452036,1,0,490472890
23,346418387,20190415,,,,22583120+3938251,,J225831.21+393824.9,1928634452724479744,,,STAR,tmgaia2,344.629996624526,39.6402954370543,tmgaia2,-0.605116,0.131858,-3.14264,0.138302,gaia2,0.668769,0.11335,gaia2,100.380960140879,-18.2359665373988,5.11802530215533,41.7983517913091,19.42,0.088,17.843,0.0468,,,,,,,,,,,15.477,0.066,14.799,0.07,14.642,0.091,AAA-222-111-000-0-0,,14.509,0.029,14.689,0.056,12.327,,8.806,,17.3704,0.000972,16.5806,0.0068,rered,gaia2,4375.0,124.0,4.31698,,,,0.94798,,0.68,,0.798198,,DWARF,0.296623617,,1421.29,243.525,0.10239,0.005616045,,,,,,0.00369939,0.0075327,panstarrs,,,,,,,,,,,205.17,281.88,bj2018,,,dered,18.1222,0.015895,16.5211,0.00345,1,,gaia2,bpbj,,2.17360662675105,2.14479214539044,344.629993241225,39.6402819062431,0.0695322646317413,0.0690298280999912,1,0,490472895
24,346418392,20190415,,,,22582715+3938478,,J225827.14+393847.3,1928634826384450048,,,STAR,tmgaia2,344.613142845008,39.6466275303045,tmgaia2,-1.91703,0.098678,-3.14176,0.0884424,gaia2,0.272947,0.0761653,gaia2,100.371668171862,-18.2245371597631,5.10746714831982,41.8104588025648,16.447,0.084,16.8209,0.0459,,,,,,,,,,,15.333,0.059,14.973,0.077,14.814,0.112,AAB-222-111-000-0-0,,14.727,0.03,14.847,0.062,12.359,,9.223,,16.6249,0.000689,16.1066,0.0071,rered,gaia2,5658.0,123.0,4.14437,,,,1.40232,,1.0,,0.362624,,DWARF,1.81569147,,2881.33,595.875,0.104978,0.005788005,,,,,,0.00408114,0.00749487,panstarrs,,,,,,,,,,,495.3,696.45,bj2018,,,dered,17.0345,0.004091,16.0391,0.003324,1,,gaia2,bpbj,,1.62682060363527,1.37167707450512,344.613132125604,39.6466140032827,0.0561193863165096,0.0474187086611858,1,0,490472900
25,346418416,20190415,,,,22583267+3940047,,J225832.69+394004.7,1928635242998460160,,,STAR,tmgaia2,344.636147968192,39.6679482781655,tmgaia2,0.187164,0.150762,-1.37527,0.16678,gaia2,0.44952,0.131669,gaia2,100.398331594886,-18.2132760742699,5.14256410702795,41.8196253883522,19.217,0.101,17.8952,0.0468,,,,,,,,,,,15.915,0.079,15.179,0.094,15.264,0.188,AAC-222-111-000-0-0,,15.214,0.038,15.413,0.099,12.543,,8.805,,17.5477,0.001135,16.8605,0.0068,rered,gaia2,4725.0,127.0,4.37152,,,,0.941202,,0.76,,0.911517,,DWARF,0.39780286,,1933.57,500.35,0.0919376,0.00535484,,,,,,0.00340345,0.00730623,panstarrs,,,,,,,,,,,394.57,606.13,bj2018,,,dered,18.1675,0.018669,16.8071,0.00455,1,,gaia2,bpbj,,2.48542017240598,2.58636071702192,344.636149015075,39.6679423568641,0.0787251998064472,0.08106448330895,1,0,490472924
26,518449238,20190415,,,,,,,1928635139916736256,,,STAR,tmgaia2,344.567333587485,39.6608753708989,tmgaia2,0.0,,0.0,,,,,,100.345043460221,-18.1961201253274,5.07673646860062,41.8408249581304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4554,0.00292,17.0254,0.6,goffs,,,,,,,,,,,,,,,,,,,,,,,,346418411.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,-1,,,,,1.36143815689141,0.68982712460712,344.567333587485,39.6608753708989,1.36143815689141,0.68982712460712,-1,-1,490698560
27,2041331812,20190415,,,,,,,1928635066902624128,,,STAR,gaia2,344.572857155465,39.650151335124,gaia2,2.20744,0.285388,-3.14237,0.311304,gaia2,-0.0041785,0.238778,gaia2,100.344049332323,-18.2076157740357,5.07421111654677,41.8294417846554,,,18.9997,0.0484,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5133,0.002032,17.7126,0.0067,rered,gaia2,4355.0,128.0,4.21115,,,,1.07082,,0.68,,0.553812,,DWARF,0.3716025,,2653.99,959.39,0.110294,0.00409416,,,,,,0.00542551,0.00276281,panstarrs,,,,,,,,,,,763.67,1155.11,bj2018,,,dered,19.2867,0.024546,17.6611,0.011581,1,,gaia2,,,4.70439122497071,4.8275132541516,344.572869499375,39.6501378054759,0.143432642290966,0.149041517924899,1,0,490780089
28,346337771,20190415,,,,22581042+3941165,,J225810.48+394116.3,1928638163576215296,,,STAR,tmgaia2,344.543481040956,39.6879821247844,tmgaia2,13.1362,0.0730933,23.0625,0.0774032,gaia2,1.45227,0.0624083,gaia2,100.340410003709,-18.1636780807413,5.074327400245,41.8735152234473,18.552,0.17,16.7891,0.046,,,,,,,,,,,14.398,0.035,13.693,0.038,13.617,0.044,AAA-222-111-000-0-0,,13.719,0.054,13.732,0.054,11.96,,8.668,,16.3221,0.000614,15.5394,0.0072,rered,gaia2,4345.0,122.0,4.55061,,,,0.724412,,0.68,,1.78876,,DWARF,0.168509841,,676.179,28.7925,0.0788069,0.00750677,,,,,,0.00871352,0.00630002,panstarrs,,,,,,,,,,,27.591,29.994,bj2018,,,dered,17.0694,0.007258,15.4782,0.001515,1,,gaia2,bpbj,,1.20509760757725,1.20041283338781,344.543554538257,39.6880814216794,0.0389710508714623,0.0398982187820878,1,0,490467425
29,346337825,20190415,,,,22581126+3937335,,J225811.26+393733.7,1928633456292065152,,,STAR,tmgaia2,344.546947106031,39.6260407473068,tmgaia2,0.38389,0.0947386,-0.032292,0.104781,gaia2,0.00106993,0.082872,gaia2,100.313955332739,-18.2203545305152,5.03460431368608,41.8190338950596,19.308,0.169,17.398,0.0464,,,,,,,,,,,14.766,0.036,13.918,0.036,13.802,0.054,AAA-222-111-000-0-0,,13.708,0.025,13.719,0.037,12.346,,9.321,,16.8592,0.001625,16.0229,0.0066,rered,gaia2,4221.0,123.0,,,,,4.47367,,,,,,GIANT,,,4699.66,1106.21,0.110322,0.004079665,,,,,,0.00539823,0.0027611,panstarrs,,,,,,,,,,,943.95,1268.48,bj2018,,,dered,17.6858,0.010762,15.9707,0.004209,1,,gaia2,bpbj,,1.56164647042541,1.6249363617738,344.546949251979,39.6260406082718,0.0500416451877807,0.0519567578320051,0,0,490467479
30,346418370,20190415,,,,22583653+3937197,,J225836.50+393719.4,1928634173549382400,,,STAR,tmgaia2,344.652299646482,39.6221324659257,tmgaia2,3.24899,0.14945,-1.28573,0.167244,gaia2,0.234327,0.129319,gaia2,100.388700131153,-18.2598602649118,5.12524940461821,41.773940139887,17.926,0.134,17.8312,0.046,,,,,,,,,,,16.329,0.117,16.163,0.21,16.427,,BCU-220-110-000-0-0,,15.993,0.054,15.913,0.15,12.662,,9.097,,17.6645,0.001053,17.1896,0.0072,rered,gaia2,5937.0,126.0,4.74302,,,,0.731539,,1.08,,2.75874,,DWARF,0.599015534,,2693.49,777.87,0.10497,0.005825845,,,,,,0.00415721,0.00749448,panstarrs,,,,,,,,,,,619.54,936.2,bj2018,,,dered,18.0265,0.007922,17.1183,0.006035,1,,gaia2,bpbj,,2.46350212203417,2.59359776639036,344.652317807338,39.6221269301451,0.0800937292219659,0.0826039121414015,1,0,490472878
31,346418372,20190415,,,,22582200+3937343,,J225822.02+393734.4,1928634792024681216,,,STAR,tmgaia2,344.591699432313,39.6262639557107,tmgaia2,2.23728,0.17469,1.73375,0.204055,gaia2,0.309611,0.155648,gaia2,100.346575283274,-18.2354617171271,5.07441503694274,41.8014930812537,19.236,0.149,18.0774,0.0461,,,,,,,,,,,16.412,0.132,15.685,0.131,15.493,0.227,BBD-222-111-000-0-0,,15.705,0.046,15.737,0.114,12.367,,9.154,,17.8006,0.00125,17.1829,0.0071,rered,gaia2,5096.0,125.0,4.5342,,,,0.830202,,0.86,,1.50296,,DWARF,0.4187739,,2295.65,720.765,0.104787,0.005878755,,,,,,0.00415515,0.00760236,panstarrs,,,,,,,,,,,559.41,882.12,bj2018,,,dered,18.3349,0.00917,17.1312,0.005487,1,,gaia2,bpbj,,2.87962533489708,3.16457919695459,344.591711938767,39.6262714204684,0.0946825829661566,0.104525389458828,1,0,490472880
32,346418377,20190415,,,,22583668+3937597,,J225836.73+393759.6,1928634418364742912,,,STAR,tmgaia2,344.652954716162,39.6332470190265,tmgaia2,-2.66615,0.159724,-9.83905,0.158154,gaia2,0.461506,0.129752,gaia2,100.394360556339,-18.2501190458109,5.13349622296596,41.7832119827842,18.44,0.112,17.8739,0.0461,,,,,,,,,,,16.175,0.091,15.67,0.134,15.843,,ABU-220-110-000-0-0,,15.67,0.045,15.828,0.134,12.776,,9.055,,17.6518,0.001149,17.0987,0.0072,rered,gaia2,5446.0,127.0,4.81974,,,,0.628097,,0.95,,3.83391,,DWARF,0.312650681,,1901.73,481.09,0.104303,0.005988545,,,,,,0.00410633,0.00787076,panstarrs,,,,,,,,,,,380.61,581.57,bj2018,,,dered,18.0988,0.010035,17.0319,0.006477,1,,gaia2,bpbj,,2.63299457374286,2.45263770781562,344.652939810809,39.6332046564507,0.0870166551836411,0.0783166778539495,1,0,490472885
33,346418380,20190415,,,,22584247+3938022,,,1928634242269299840,,,STAR,tmgaia2,344.676997246381,39.6339409417903,tmgaia2,0.619991,0.154407,-7.68469,0.160621,gaia2,0.68157,0.1292,gaia2,100.412165996716,-18.2576952323013,5.15526735578934,41.7742820060166,16.446,0.062,18.0256,0.0463,,,,,,,,,,,14.728,,15.249,0.107,14.846,0.117,UAB-622-022-0cc-0-0,,,,,,,,,,17.588,0.001139,16.8244,0.0068,rered,gaia2,4463.0,123.0,4.4846,,,,0.793016,,0.7,,1.40363,,DWARF,0.224784672,,1394.68,271.125,0.102222,0.005585765,,,,,,0.00375119,0.00742034,panstarrs,,,,,,,,,,,223.4,318.85,bj2018,,,dered,18.2822,0.009878,16.7447,0.004722,1,,gaia2,bpbj,,2.54529257595264,2.4908618991112,344.677000712532,39.6339078549304,0.082323591771271,0.0784720981852983,1,0,490472888
34,346418381,20190415,,,,22581701+3938062,,J225816.99+393806.3,1928634757664956544,,,STAR,tmgaia2,344.570793298307,39.6350839962151,tmgaia2,2.37686,0.278275,1.62495,0.29807,gaia2,0.58526,0.242555,gaia2,100.335507273549,-18.2204107878602,5.06197877477159,41.8173398642933,20.765,0.218,19.2895,0.0549,,,,,,,,,,,16.523,0.14,15.845,0.15,15.187,0.176,BCC-222-111-000-0-0,,15.583,0.044,15.552,0.106,12.49,,9.21,,18.6552,0.00181,17.7608,0.0066,rered,gaia2,4027.0,128.0,4.50313,,,,0.736443,,0.63,,1.57733,,DWARF,0.128498882,,1521.45,584.545,0.10925,0.00443577,,,,,,0.00566537,0.00320617,panstarrs,,,,,,,,,,,419.18,749.91,bj2018,,,dered,19.5432,0.044167,17.6759,0.013126,1,,gaia2,bpbj,,4.58725055217372,4.62259444043063,344.570806586711,39.6350909925284,0.150245624187157,0.152295612133642,1,0,490472889
35,346418385,20190415,,,,22583404+3938199,,J225834.02+393819.7,1928634379707840000,,,STAR,tmgaia2,344.6417562381,39.6389125284997,tmgaia2,-8.96549,0.295165,-2.58872,0.320306,gaia2,1.75563,0.257554,gaia2,100.3888623013,-18.2412193070307,5.12748682475011,41.7925069258264,,,19.7119,0.0583,,,,,,,,,,,16.002,0.096,15.429,0.114,15.132,0.148,ABC-222-111-000-0-0,,14.924,0.032,14.876,0.066,12.66,,8.615,,18.6437,0.002072,17.4414,0.0114933,cdwrf,cdwrf,3464.0,158.0,4.83115,0.0489395,,,0.395119,0.0551249,0.385959,0.0643031,6.25687,1.62555,DWARF,0.0202517267,0.009496031,573.347,94.7115,0.0902396,0.0100221047,,,,,,0.0119734,0.00807081,panstarrs,,,,,,,,,,,79.797,109.626,bj2018,,,cdwrf,19.9346,0.041203,17.4914,0.009126,1,,gaia2,,cooldwarfs_v8,4.86571680864914,4.96728643921782,344.64170611161,39.6389013826326,0.158841188247056,0.158938708904548,1,0,490472893
36,346418388,20190415,,,,22582701+3938398,,,1928634830681601152,,,STAR,tmgaia2,344.612586228269,39.6444010774705,tmgaia2,-2.44228,0.134016,-4.80302,0.135122,gaia2,0.474097,0.11722,gaia2,100.370224264972,-18.2263426671097,5.10543712659451,41.8087702229789,18.639,0.1,17.7128,0.0461,,,,,,,,,,,15.796,0.077,15.536,0.123,15.279,0.168,ABC-222-111-000-0-0,,,,,,,,,,17.4105,0.000992,16.7659,0.007,rered,gaia2,4960.0,124.0,4.47041,,,,0.872439,,0.82,,1.23483,,DWARF,0.4150417,,1883.77,434.43,0.104261,0.00597389,,,,,,0.00406284,0.00788494,panstarrs,,,,,,,,,,,349.23,519.63,bj2018,,,dered,17.9646,0.007827,16.7021,0.00483,1,,gaia2,bpbj,,2.20924073153275,2.09561388454719,344.612572572279,39.6443803978017,0.071670392791113,0.0715813678686631,1,0,490472896
37,346418391,20190415,,,,22581755+3938470,,J225817.57+393846.6,1928634968120551808,,,STAR,tmgaia2,344.573171164014,39.6463118637899,tmgaia2,2.52229,0.172423,-1.25935,0.186747,gaia2,0.507999,0.146981,gaia2,100.342482872163,-18.2111634231295,5.07183787853673,41.8260252562359,19.035,0.126,17.9385,0.0461,,,,,,,,,,,16.214,0.107,15.717,0.131,15.37,,ABU-220-110-000-0-0,,15.663,0.046,15.792,0.133,12.705,,8.962,,17.6842,0.001252,17.0916,0.0066,rered,gaia2,5246.0,125.0,4.79609,,,,0.628221,,0.9,,3.62999,,DWARF,0.26929763,,1755.4,475.445,0.10989,0.00410624,,,,,,0.00550015,0.00271233,panstarrs,,,,,,,,,,,369.72,581.17,bj2018,,,dered,18.1808,0.010787,17.0315,0.003936,1,,gaia2,bpbj,,2.84229441852804,2.89614330598093,344.573185267769,39.6463064415893,0.0890930780756331,0.0951911556599535,1,0,490472899
